distribution,n,mean,std,p05,p25,p50,p75,p95
intra_episode_frame_pairs,277809,0.9072788953781128,0.05171181261539459,0.8084195256233215,0.8774651288986206,0.9168816208839417,0.9462695121765137,0.9736249208450317
inter_episode_same_task_means,18912,0.9064431190490723,0.05641816183924675,0.8006645262241363,0.8734094947576523,0.9140192568302155,0.9521422833204269,0.9787113845348359
inter_task_means,353041,0.8193233013153076,0.05565091222524643,0.7270517945289612,0.7836723327636719,0.8195748925209045,0.8549542427062988,0.9143321514129639
